Zeit,Kanal A,Kanal B
(s),(V),(V)

0.29348001,0.17090370,-0.00152593
0.29481401,0.17090370,-0.00152593
0.29614801,0.17090370,-0.00152593
0.29748201,0.17090370,-0.00152593
0.29881601,0.17090370,-0.00152593
0.30015001,0.17090370,-0.00152593
0.30148401,0.17090370,-0.00152593
0.30281801,0.17090370,-0.00152593
0.30415201,0.17090370,-0.00152593
0.30548601,0.17090370,-0.00152593
0.30682001,0.17212440,-0.00152593
0.30815401,0.17090370,-0.00152593
0.30948801,0.17090370,-0.00152593
0.31082201,0.17090370,-0.00152593
0.31215601,0.17090370,-0.00152593
0.31349001,0.17090370,-0.00152593
0.31482401,0.17090370,-0.00152593
0.31615801,0.17090370,-0.00152593
0.31749201,0.17090370,-0.00152593
0.31882601,0.17090370,-0.00152593
0.32016001,0.17090370,-0.00152593
0.32149401,0.17090370,-0.00152593
0.32282801,0.17090370,-0.00152593
0.32416201,0.17212440,-0.00152593
0.32549601,0.17212440,-0.00152593
0.32683001,0.17212440,-0.00152593
0.32816401,0.17212440,-0.00152593
0.32949801,0.17212440,-0.00152593
0.33083201,0.17212440,-0.00152593
0.33216601,0.17212440,-0.00152593
0.33350001,0.17212440,-0.00152593
0.33483401,0.17212440,-0.00152593
0.33616801,0.17212440,-0.00152593
0.33750201,0.17212440,-0.00152593
0.33883601,0.17212440,-0.00152593
0.34017001,0.17212440,-0.00152593
0.34150401,0.17212440,-0.00152593
0.34283801,0.17212440,-0.00152593
0.34417201,0.17365030,-0.00152593
0.34550601,0.17365030,-0.00152593
0.34684001,0.17365030,-0.00152593
0.34817401,0.17365030,-0.00152593
0.34950801,0.17212440,-0.00152593
0.35084201,0.17212440,-0.00152593
0.35217601,0.17212440,-0.00152593
0.35351001,0.17212440,-0.00152593
0.35484401,0.17212440,-0.00152593
0.35617801,0.17212440,-0.00152593
0.35751201,0.17212440,-0.00152593
0.35884601,0.17212440,-0.00152593
0.36018001,0.17212440,-0.00152593
0.36151401,0.17212440,-0.00152593
0.36284801,0.17365030,-0.00152593
0.36418201,0.17365030,-0.00152593
0.36551601,0.17365030,-0.00152593
0.36685001,0.17365030,-0.00152593
0.36818401,0.17365030,-0.00152593
0.36951801,0.17212440,-0.00152593
0.37085201,0.17212440,-0.00152593
0.37218601,0.17212440,-0.00152593
0.37352001,0.17212440,-0.00152593
0.37485401,0.17212440,-0.00152593
0.37618801,0.17365030,-0.00152593
0.37752201,0.17365030,-0.00152593
0.37885601,0.17365030,-0.00152593
0.38019001,0.17365030,-0.00152593
0.38152401,0.17365030,-0.00152593
0.38285801,0.17365030,-0.00152593
0.38419201,0.17365030,-0.00152593
0.38552601,0.17517620,-0.00152593
0.38686001,0.17517620,-0.00152593
0.38819401,0.17517620,-0.00152593
0.38952801,0.17517620,-0.00152593
0.39086201,0.17517620,-0.00152593
0.39219601,0.17365030,-0.00152593
0.39353001,0.17365030,-0.00152593
0.39486401,0.17365030,-0.00152593
0.39619801,0.17365030,-0.00152593
0.39753201,0.17365030,-0.00152593
0.39886601,0.17365030,-0.00152593
0.40020001,0.17365030,-0.00152593
0.40153401,0.17365030,-0.00152593
